"row ID","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Prediction (Churn)"
"Row161",8161,"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,69.55,"Yes"
"Row162",8162,"Female",0,"Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",94.8,6859.05,"No"
"Row163",8163,"Female",0,"Yes","No",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",84.4,5969.3,"No"
"Row164",8164,"Female",0,"Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",81.55,5029.05,"No"
"Row165",8165,"Male",0,"Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.5,1177.95,"No"
"Row166",8166,"Male",0,"No","No",39,"No","No phone service","DSL","No","No","Yes","Yes","No","No","One year","No","Mailed check",35.55,1309.15,"No"
"Row167",8167,"Female",0,"No","No",48,"Yes","No","Fiber optic","No","Yes","No","No","No","No","One year","No","Electronic check",75.15,3772.65,"No"
"Row168",8168,"Male",1,"No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.6,1281,"Yes"
"Row169",8169,"Female",1,"Yes","No",11,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.55,1131.2,"Yes"
"Row170",8170,"Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.3,45.3,"No"
"Row171",8171,"Male",0,"No","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",78.45,330.05,"No"
"Row172",8172,"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",74.6,74.6,"No"
"Row173",8173,"Female",0,"No","No",47,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check",58.9,2813.05,"No"
"Row174",8174,"Male",0,"Yes","Yes",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",84.1,5979.7,"No"
"Row175",8175,"Female",0,"No","Yes",4,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",87.1,341.45,"No"
"Row176",8176,"Female",0,"Yes","Yes",2,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",30.25,63.75,"No"
"Row177",8177,"Male",0,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.1,1737.45,"Yes"
"Row178",8178,"Female",1,"Yes","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",50.15,115.1,"No"
"Row179",8179,"Male",0,"Yes","Yes",68,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",99.55,6668,"No"
"Row180",8180,"Female",0,"Yes","Yes",4,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",50.3,217.1,"No"
"Row181",8181,"Male",0,"No","No",64,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.55,1240.15,"No"
"Row182",8182,"Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",107.7,7919.8,"No"
"Row183",8183,"Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,19.65,"No"
"Row184",8184,"Female",0,"No","No",3,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.3,196.15,"Yes"
"Row185",8185,"Female",0,"No","No",23,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",54.4,1249.25,"No"
"Row186",8186,"Male",1,"Yes","No",70,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.8,7308.95,"No"
"Row187",8187,"Female",0,"No","No",10,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",51.2,498.25,"No"
"Row188",8188,"Male",0,"Yes","No",65,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",76.15,4929.55,"No"
"Row189",8189,"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.65,20.65,"No"
"Row190",8190,"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",71.55,71.55,"No"
"Row191",8191,"Male",0,"Yes","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",95.25,3959.35,"No"
"Row192",8192,"Male",0,"No","No",5,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.85,462.8,"No"
"Row193",8193,"Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.2,20.2,"No"
"Row194",8194,"Male",0,"Yes","No",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",23.75,1446.8,"No"
"Row195",8195,"Male",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.75,44.2,"No"
"Row196",8196,"Female",1,"No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.05,1290,"Yes"
"Row197",8197,"Male",0,"Yes","Yes",11,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.35,834.2,"Yes"
"Row198",8198,"Male",0,"No","No",19,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.85,1424.5,"No"
"Row199",8199,"Male",1,"No","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.4,1809.35,"No"
"Row200",8200,"Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",89.4,6376.55,"No"
"Row201",8201,"Male",0,"Yes","Yes",12,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",56.3,628.65,"No"
"Row202",8202,"Female",0,"Yes","No",12,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",51.25,612.1,"Yes"
"Row203",8203,"Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.4,281,"No"
"Row204",8204,"Female",0,"Yes","Yes",32,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",76.3,2404.15,"No"
"Row205",8205,"Female",0,"Yes","Yes",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",21.3,1041.8,"No"
"Row206",8206,"Male",0,"Yes","Yes",68,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",82.85,5776.45,"No"
"Row207",8207,"Male",0,"No","No",23,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,1710.45,"Yes"
"Row208",8208,"Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55,55,"Yes"
"Row209",8209,"Female",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.8,246.3,"Yes"
"Row210",8210,"Female",1,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,321.75,"Yes"
"Row211",8211,"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.1,70.1,"No"
"Row212",8212,"Female",0,"No","No",48,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",73.85,3581.4,"No"
"Row213",8213,"Male",0,"No","No",41,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check",89.55,3729.75,"No"
"Row214",8214,"Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",65.65,4664.5,"No"
"Row215",8215,"Female",0,"Yes","Yes",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.2,1027.25,"No"
"Row216",8216,"Female",0,"No","No",26,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",80.7,2193,"Yes"
"Row217",8217,"Female",0,"No","No",54,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",100.1,5440.9,"Yes"
"Row218",8218,"Male",0,"Yes","No",59,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",44.3,2666.75,"Yes"
"Row219",8219,"Male",1,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.05,8016.6,"No"
"Row220",8220,"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,69.6,"Yes"
"Row221",8221,"Male",0,"Yes","No",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.25,855.1,"No"
"Row222",8222,"Female",0,"No","No",6,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",73.85,401.3,"No"
"Row223",8223,"Male",0,"Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",82.15,5784.3,"No"
"Row224",8224,"Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","No","Bank transfer (automatic)",100.65,7334.05,"No"
"Row225",8225,"Female",0,"Yes","Yes",4,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",58.5,224.85,"No"
"Row226",8226,"Male",0,"No","No",26,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.35,2515.3,"Yes"
"Row227",8227,"Female",0,"No","No",12,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",78.95,927.35,"Yes"
"Row228",8228,"Female",0,"Yes","Yes",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.7,1810.55,"No"
"Row229",8229,"Male",0,"No","No",43,"Yes","No","DSL","No","Yes","No","No","No","Yes","Two year","Yes","Electronic check",60,2548.55,"No"
"Row230",8230,"Female",1,"No","No",35,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",39.85,1434.6,"Yes"
"Row231",8231,"Female",0,"Yes","No",64,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",81.3,5129.3,"No"
"Row232",8232,"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",74.9,74.9,"Yes"
"Row233",8233,"Male",0,"No","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.4,4528,"Yes"
"Row234",8234,"Male",0,"Yes","Yes",7,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",34.5,279.25,"Yes"
"Row235",8235,"Male",0,"No","No",61,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","No","Electronic check",104,6363.45,"No"
"Row236",8236,"Male",0,"Yes","No",30,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.05,2866.45,"No"
"Row237",8237,"Female",0,"No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,266.6,"No"
"Row238",8238,"Male",0,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.75,1864.2,"No"
"Row239",8239,"Female",0,"Yes","No",52,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","One year","Yes","Mailed check",64.3,3410.6,"No"
"Row240",8240,"Male",0,"No","No",11,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.55,824.75,"Yes"
"Row241",8241,"Male",0,"No","Yes",39,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.35,779.2,"No"
"Row242",8242,"Female",0,"No","Yes",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20.55,57.4,"No"
"Row243",8243,"Female",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.4,69.4,"No"
"Row244",8244,"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.95,20.95,"No"
"Row245",8245,"Female",1,"No","No",50,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.95,5222.35,"Yes"
"Row246",8246,"Male",0,"No","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.95,416.4,"No"
"Row247",8247,"Female",0,"No","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.95,45.95,"No"
"Row248",8248,"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",80.15,80.15,"No"
"Row249",8249,"Male",1,"Yes","No",34,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",71.55,2427.35,"No"
"Row250",8250,"Male",0,"Yes","Yes",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.8,1514.85,"No"
"Row251",8251,"Male",0,"Yes","Yes",3,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",89.85,248.4,"No"
"Row252",8252,"Male",0,"Yes","Yes",67,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","No","Mailed check",60.05,3994.05,"No"
"Row253",8253,"Female",0,"Yes","No",68,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",55.9,3848.8,"No"
"Row254",8254,"Male",0,"Yes","No",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","Electronic check",96.1,6001.45,"No"
"Row255",8255,"Female",0,"Yes","Yes",11,"No","No phone service","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",50.55,565.35,"No"
"Row256",8256,"Male",0,"Yes","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.45,86.05,"No"
"Row257",8257,"Male",0,"No","No",3,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Credit card (automatic)",53.4,188.7,"No"
"Row258",8258,"Male",0,"Yes","Yes",27,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","No","Electronic check",100.75,2793.55,"No"
"Row259",8259,"Male",0,"No","Yes",63,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",40.6,2588.95,"No"
"Row260",8260,"Male",0,"Yes","Yes",7,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",49.65,305.55,"No"
"Row261",8261,"Female",0,"Yes","Yes",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.95,756.4,"No"
"Row262",8262,"Female",0,"No","No",57,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",87.55,4884.85,"No"
"Row263",8263,"Male",1,"No","No",52,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",49.15,2550.9,"Yes"
"Row264",8264,"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65,"Yes"
"Row265",8265,"Female",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",49.55,49.55,"No"
"Row266",8266,"Female",0,"Yes","Yes",53,"No","No phone service","DSL","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",48.7,2495.2,"No"
"Row267",8267,"Male",0,"No","No",32,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",87.65,2766.4,"No"
"Row268",8268,"Female",1,"No","No",23,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",79.35,1835.3,"No"
"Row269",8269,"Male",0,"Yes","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",72.95,5265.55,"No"
"Row270",8270,"Female",0,"Yes","Yes",3,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",29.7,91.7,"No"
"Row271",8271,"Female",0,"No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.75,1129.35,"No"
"Row272",8272,"Female",0,"No","No",52,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",59.45,3043.7,"Yes"
"Row273",8273,"Female",1,"No","No",54,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",82.45,4350.1,"No"
"Row274",8274,"Female",1,"Yes","No",22,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",25.6,548.8,"No"
"Row275",8275,"Female",1,"No","No",66,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.45,5224.35,"No"
"Row276",8276,"Male",0,"No","No",57,"No","No phone service","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",39.3,2111.45,"Yes"
"Row277",8277,"Female",0,"Yes","No",57,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",49.9,2782.4,"No"
"Row278",8278,"Male",0,"Yes","Yes",5,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",55.7,259.4,"No"
"Row279",8279,"Female",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.15,1164.3,"No"
"Row280",8280,"Female",0,"Yes","Yes",48,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","No","Electronic check",79.65,3870.3,"No"
"Row281",8281,"Female",0,"No","No",27,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",78.2,2078.95,"No"
"Row282",8282,"Male",1,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.85,335.75,"Yes"
"Row283",8283,"Female",0,"No","No",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89.8,1129.1,"No"
"Row284",8284,"Male",1,"No","No",2,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.25,91.1,"Yes"
"Row285",8285,"Male",0,"Yes","No",25,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",55.55,1405.3,"No"
"Row286",8286,"Male",0,"No","No",35,"Yes","No","Fiber optic","Yes","No","No","Yes","No","Yes","One year","Yes","Electronic check",89.2,3251.3,"No"
"Row287",8287,"Male",0,"No","No",6,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",30.5,208.7,"No"
"Row288",8288,"Female",0,"No","No",14,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",71,914,"No"
"Row289",8289,"Female",0,"Yes","Yes",20,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.5,1916.2,"No"
"Row290",8290,"Male",0,"No","No",15,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",50.75,688.2,"No"
"Row291",8291,"Female",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check",71.1,5224.95,"No"
"Row292",8292,"Male",0,"Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.15,6316.2,"No"
"Row293",8293,"Male",0,"Yes","Yes",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.8,377.85,"Yes"
"Row294",8294,"Male",1,"Yes","No",34,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","One year","No","Mailed check",90.15,3128.8,"No"
"Row295",8295,"Female",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.95,2628.6,"No"
"Row296",8296,"Male",0,"No","No",50,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",90.1,4549.45,"No"
"Row297",8297,"Female",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",72.1,72.1,"Yes"
"Row298",8298,"Female",1,"Yes","Yes",11,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",78.1,864.85,"No"
"Row299",8299,"Male",0,"Yes","No",70,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",76.95,5289.8,"No"
"Row300",8300,"Female",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,58,"No"
"Row301",8301,"Male",0,"Yes","Yes",53,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","No","Credit card (automatic)",65,3363.8,"No"
"Row302",8302,"Female",1,"Yes","No",33,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.6,2656.5,"No"
"Row303",8303,"Female",0,"No","No",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.85,708.2,"Yes"
"Row304",8304,"Female",0,"Yes","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.3,593.2,"No"
"Row305",8305,"Female",0,"Yes","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",55.3,55.3,"No"
"Row306",8306,"Female",1,"Yes","No",68,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,6851.65,"Yes"
"Row307",8307,"Male",1,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.85,196.75,"Yes"
"Row308",8308,"Male",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.05,657.5,"No"
"Row309",8309,"Male",0,"Yes","Yes",39,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",100,3835.55,"No"
"Row310",8310,"Male",0,"No","No",43,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",100,4211.55,"No"
"Row311",8311,"Female",0,"No","No",60,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.95,6236.75,"No"
"Row312",8312,"Female",1,"No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.1,7746.7,"No"
"Row313",8313,"Male",0,"Yes","Yes",50,"No","No phone service","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",39.45,2021.35,"No"
"Row314",8314,"Female",0,"Yes","No",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.95,1718.35,"No"
"Row315",8315,"Male",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.4,93.4,"No"
"Row316",8316,"Female",0,"No","No",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Electronic check",21.1,937.1,"No"
"Row317",8317,"Female",1,"Yes","Yes",66,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.9,6891.45,"No"
"Row318",8318,"Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,64.55,"No"
"Row319",8319,"Male",0,"Yes","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.55,1305.95,"No"
"Row320",8320,"Male",0,"Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",79.15,5536.5,"No"
"Row321",8321,"Male",0,"Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.1,90.1,"Yes"
"Row322",8322,"Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.55,19.55,"No"
"Row323",8323,"Female",0,"No","Yes",40,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",64.1,2460.35,"No"
"Row324",8324,"Female",0,"No","Yes",9,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",72.9,651.4,"No"
